place,category,x,y,address
여의도KBS홀,"문화,예술 > 문화시설 > 공연장,연극극장",37.5258272783362,126.915221437055,서울 영등포구 여의도동 18
명화라이브홀,"문화,예술 > 문화시설 > 공연장,연극극장",37.5216013765703,126.912475087298,서울 영등포구 영등포동2가 94-139
영등포아트홀,"문화,예술 > 문화시설 > 공연장,연극극장",37.52620290196588,126.90011827359992,서울 영등포구 당산동3가 3
만천곤충박물관,"문화,예술 > 문화시설 > 박물관",37.5202988291958,126.901422501739,서울 영등포구 영등포동4가 151-2
tcc아트센터,"문화,예술 > 문화시설 > 공연장,연극극장",37.529317756205,126.895029886383,서울 영등포구 당산동4가 93-5
창작플랫폼 경험과상상,"문화,예술 > 문화시설 > 공연장,연극극장",37.5325920750248,126.897170408544,서울 영등포구 당산동5가 7-2
Hall1,"문화,예술 > 문화시설 > 전시관",37.54015468760792,126.89469108640166,서울 영등포구 양평동5가 107-12
쇼앤텔,"문화,예술 > 문화시설 > 미술관",37.53727277244806,126.89717077023856,서울 영등포구 양평동4가 161-6
국회의사당 아트갤러리,"문화,예술 > 문화시설 > 전시관",37.5294882534039,126.914257916618,서울 영등포구 여의도동 1
푸른극장,"문화,예술 > 문화시설 > 공연장,연극극장",37.5207274523864,126.90552143765,서울 영등포구 영등포동5가 24
로컬바이브 선유,"문화,예술 > 문화시설 > 전시관",37.538856956619,126.89436478164,서울 영등포구 양평동5가 88-3
여의대방 더 마크원,"문화,예술 > 문화시설 > 전시관",37.5217324421272,126.895278071044,서울 영등포구 당산동2가 45-9
가치창조제이,"문화,예술 > 문화시설 > 공연장,연극극장",37.5194832523934,126.898039054974,서울 영등포구 문래동3가 46
숲세권 라이브,"문화,예술 > 문화시설 > 공연장,연극극장",37.5360686698301,126.899890142997,서울 영등포구 당산동6가 345-4
꿈이룸소극장,"문화,예술 > 문화시설 > 공연장,연극극장",37.5284271766611,126.898710202493,서울 영등포구 당산동4가 32-6
선유예술상점,"문화,예술 > 문화시설 > 전시관",37.5365433655504,126.89456265422136,서울 영등포구 양평동4가 85-1
액터즈 스튜디오,"문화,예술 > 문화시설 > 공연장,연극극장",37.5271700446009,126.895340611089,서울 영등포구 당산동3가 395-2
CGV 여의도,"문화,예술 > 영화,영상 > 영화관 > CGV",37.5256928036018,126.92558188499092,서울 영등포구 여의도동 23
